review_id,product_id
review_182,clothing_895
review_183,clothing_1020
review_184,clothing_895
review_185,clothing_895
review_186,clothing_1020
review_187,clothing_596
review_188,clothing_1094
review_189,clothing_1020
review_190,clothing_895
review_191,clothing_895
review_192,clothing_895
review_193,clothing_1020
review_194,clothing_1098
review_195,clothing_895
review_196,clothing_862
review_197,clothing_1020
review_198,clothing_895
review_199,clothing_1020
review_200,clothing_895
review_201,clothing_895
review_202,clothing_895
review_203,clothing_895
review_204,clothing_828
review_205,clothing_1020
review_206,clothing_862
review_207,clothing_1020
review_208,clothing_895
review_209,clothing_862
review_210,clothing_895
review_211,clothing_1020
review_212,clothing_1075
review_213,clothing_1104
review_214,clothing_1020
review_215,clothing_1094
review_216,clothing_305
review_217,clothing_828
review_218,clothing_1094
review_219,clothing_828
review_220,clothing_895
review_221,clothing_1020
review_222,clothing_895
review_223,clothing_647
review_224,clothing_1025
review_225,clothing_1025
review_226,clothing_815
review_227,clothing_1066
review_228,clothing_840
review_229,clothing_1026
review_230,clothing_840
review_231,clothing_1066
review_232,clothing_840
review_233,clothing_1030
review_234,clothing_840
review_235,clothing_1066
review_236,clothing_647
review_237,clothing_1066
review_238,clothing_872
review_239,clothing_840
review_240,clothing_1066
review_241,clothing_647
review_242,clothing_1066
review_243,clothing_840
review_244,clothing_1066
review_245,clothing_872
review_246,clothing_1066
review_247,clothing_1115
review_248,clothing_1030
review_249,clothing_1018
review_250,clothing_1026
review_251,clothing_840
review_252,clothing_1066
review_253,clothing_647
review_254,clothing_840
review_255,clothing_840
review_256,clothing_840
review_257,clothing_1018
review_258,clothing_840
review_259,clothing_824
review_260,clothing_1115
review_261,clothing_840
review_262,clothing_878
review_263,clothing_984
review_264,clothing_1104
review_265,clothing_878
review_266,clothing_1104
review_267,clothing_984
review_268,clothing_866
review_269,clothing_1104
review_270,clothing_868
review_271,clothing_984
review_272,clothing_984
review_273,clothing_1104
review_274,clothing_878
review_275,clothing_1182
review_276,clothing_868
review_277,clothing_868
review_278,clothing_868
review_279,clothing_565
review_280,clothing_984
review_281,clothing_1104
review_282,clothing_868
review_283,clothing_878
review_284,clothing_868
review_285,clothing_1104
review_286,clothing_868
review_287,clothing_984
review_288,clothing_878
review_289,clothing_984
review_290,clothing_984
review_291,clothing_984
review_292,clothing_1024
review_293,clothing_984
review_294,clothing_984
review_295,clothing_1104
review_296,clothing_1024
review_297,clothing_984
review_298,clothing_1104
review_299,clothing_984
review_300,clothing_1104
review_301,clothing_984
review_302,clothing_895
review_303,clothing_1104
review_304,clothing_1131
review_305,clothing_984
review_306,clothing_1104
review_307,clothing_831
review_308,clothing_984
review_309,clothing_1104
review_310,clothing_836
review_311,clothing_1089
review_312,clothing_844
review_313,clothing_836
review_314,clothing_836
review_315,clothing_836
review_316,clothing_836
review_317,clothing_844
review_318,clothing_936
review_319,clothing_895
review_320,clothing_836
review_321,clothing_831
review_322,clothing_844
review_323,clothing_895
review_324,clothing_1066
review_325,clothing_844
review_326,clothing_836
review_327,clothing_836
review_328,clothing_907
review_329,clothing_836
review_330,clothing_844
review_331,clothing_1103
review_332,clothing_866
review_333,clothing_907
review_334,clothing_844
review_335,clothing_895
review_336,clothing_895
review_337,clothing_1080
review_338,clothing_831
review_339,clothing_844
review_340,clothing_844
review_341,clothing_831
review_342,clothing_836
review_343,clothing_907
review_344,clothing_844
review_345,clothing_895
review_346,clothing_895
review_347,clothing_907
review_348,clothing_844
review_349,clothing_836
review_350,clothing_844
review_351,clothing_844
review_352,clothing_844
review_353,clothing_936
review_354,clothing_907
review_355,clothing_936
review_356,clothing_831
review_357,clothing_907
review_358,clothing_862
review_359,clothing_836
review_360,clothing_936
review_361,clothing_895
review_362,clothing_836
review_363,clothing_580
review_364,clothing_895
review_365,clothing_862
review_366,clothing_862
review_367,clothing_844
review_368,clothing_836
review_369,clothing_895
review_370,clothing_836
review_371,clothing_895
review_372,clothing_895
review_373,clothing_895
review_374,clothing_836
review_375,clothing_859
review_376,clothing_862
review_377,clothing_1049
review_378,clothing_862
review_379,clothing_1089
review_380,clothing_1089
review_381,clothing_1104
review_382,clothing_127
review_383,clothing_1104
review_384,clothing_936
review_385,clothing_902
review_386,clothing_995
review_387,clothing_936
review_388,clothing_127
review_389,clothing_1104
review_390,clothing_1086
review_391,clothing_936
review_392,clothing_746
review_393,clothing_1081
review_394,clothing_127
review_395,clothing_936
review_396,clothing_127
review_397,clothing_1035
review_398,clothing_902
review_399,clothing_995
review_400,clothing_1104
review_401,clothing_1089
review_402,clothing_1086
review_403,clothing_902
review_404,clothing_902
review_405,clothing_1094
review_406,clothing_1086
review_407,clothing_936
review_408,clothing_1036
review_409,clothing_936
review_410,clothing_1094
review_411,clothing_1094
review_412,clothing_1086
review_413,clothing_127
review_414,clothing_127
review_415,clothing_1083
review_416,clothing_872
review_417,clothing_1083
review_418,clothing_831
review_419,clothing_1080
review_420,clothing_1077
review_421,clothing_872
review_422,clothing_964
review_423,clothing_1089
review_424,clothing_872
review_425,clothing_1083
review_426,clothing_829
review_427,clothing_964
review_428,clothing_1089
review_429,clothing_829
review_430,clothing_829
review_431,clothing_967
review_432,clothing_829
review_433,clothing_829
review_434,clothing_872
review_435,clothing_872
review_436,clothing_149
review_437,clothing_964
review_438,clothing_1030
review_439,clothing_964
review_440,clothing_1083
review_441,clothing_872
review_442,clothing_872
review_443,clothing_829
review_444,clothing_872
review_445,clothing_964
review_446,clothing_1089
review_447,clothing_872
review_448,clothing_872
review_449,clothing_872
review_450,clothing_1077
review_451,clothing_967
review_452,clothing_872
review_453,clothing_964
review_454,clothing_872
review_455,clothing_234
review_456,clothing_149
review_457,clothing_829
review_458,clothing_829
review_459,clothing_872
review_460,clothing_872
review_461,clothing_850
review_462,clothing_850
review_463,clothing_724
review_464,clothing_833
review_465,clothing_862
review_466,clothing_850
review_467,clothing_1078
review_468,clothing_850
review_469,clothing_1104
review_470,clothing_1078
review_471,clothing_984
review_472,clothing_850
review_473,clothing_204
review_474,clothing_1078
review_475,clothing_862
review_476,clothing_1078
review_477,clothing_984
review_478,clothing_1008
review_479,clothing_841
review_480,clothing_1104
review_481,clothing_850
review_482,clothing_1081
review_483,clothing_833
review_484,clothing_850
review_485,clothing_862
review_486,clothing_1078
review_487,clothing_850
review_488,clothing_850
review_489,clothing_831
review_490,clothing_833
review_491,clothing_984
review_492,clothing_1078
review_493,clothing_1104
review_494,clothing_1081
review_495,clothing_833
review_496,clothing_850
review_497,clothing_1078
review_498,clothing_850
review_499,clothing_1078
review_500,clothing_850
review_501,clothing_850
review_502,clothing_1078
review_503,clothing_948
review_504,clothing_850
review_505,clothing_833
review_506,clothing_1078
review_507,clothing_850
review_508,clothing_1078
review_509,clothing_1078
review_510,clothing_850
review_511,clothing_948
review_512,clothing_1078
review_513,clothing_850
review_514,clothing_1081
review_515,clothing_833
review_516,clothing_1081
review_517,clothing_850
review_518,clothing_850
review_519,clothing_850
review_520,clothing_984
review_521,clothing_850
review_522,clothing_1104
review_523,clothing_1104
review_524,clothing_1104
review_525,clothing_1078
review_526,clothing_850
review_527,clothing_850
review_528,clothing_984
review_529,clothing_1078
review_530,clothing_984
review_531,clothing_850
review_532,clothing_833
review_533,clothing_1078
review_534,clothing_850
review_535,clothing_1081
review_536,clothing_984
review_537,clothing_850
review_538,clothing_850
review_539,clothing_1104
review_540,clothing_1078
review_541,clothing_984
review_542,clothing_984
review_543,clothing_1078
review_544,clothing_1104
review_545,clothing_984
review_546,clothing_1078
review_547,clothing_984
review_548,clothing_833
review_549,clothing_850
review_550,clothing_1078
review_551,clothing_1078
review_552,clothing_984
review_553,clothing_850
review_554,clothing_1078
review_555,clothing_984
review_556,clothing_831
review_557,clothing_1086
review_558,clothing_1044
review_559,clothing_820
review_560,clothing_1094
review_561,clothing_1094
review_562,clothing_995
review_563,clothing_1094
review_564,clothing_1060
review_565,clothing_833
review_566,clothing_1037
review_567,clothing_875
review_568,clothing_875
review_569,clothing_820
review_570,clothing_1037
review_571,clothing_820
review_572,clothing_1037
review_573,clothing_820
review_574,clothing_833
review_575,clothing_1094
review_576,clothing_833
review_577,clothing_995
review_578,clothing_1094
review_579,clothing_875
review_580,clothing_1037
review_581,clothing_875
review_582,clothing_833
review_583,clothing_1060
review_584,clothing_1094
review_585,clothing_835
review_586,clothing_1094
review_587,clothing_1094
review_588,clothing_875
review_589,clothing_823
review_590,clothing_835
review_591,clothing_833
review_592,clothing_833
review_593,clothing_820
review_594,clothing_835
review_595,clothing_1060
review_596,clothing_1037
review_597,clothing_820
review_598,clothing_1079
review_599,clothing_1060
review_600,clothing_875
review_601,clothing_835
review_602,clothing_1078
review_603,clothing_1037
review_604,clothing_820
review_605,clothing_1072
review_606,clothing_1094
review_607,clothing_833
review_608,clothing_1037
review_609,clothing_1094
review_610,clothing_995
review_611,clothing_252
review_612,clothing_634
review_613,clothing_985
review_614,clothing_1059
review_615,clothing_985
review_616,clothing_1059
review_617,clothing_634
review_618,clothing_1059
review_619,clothing_252
review_620,clothing_634
review_621,clothing_252
review_622,clothing_117
review_623,clothing_117
review_624,clothing_634
review_625,clothing_252
review_626,clothing_252
review_627,clothing_634
review_628,clothing_1059
review_629,clothing_838
review_630,clothing_252
review_631,clothing_838
review_632,clothing_838
review_633,clothing_634
review_634,clothing_1059
review_635,clothing_634
review_636,clothing_1008
review_637,clothing_838
review_638,clothing_620
review_639,clothing_634
review_640,clothing_1059
review_641,clothing_1059
review_642,clothing_1059
review_643,clothing_634
review_644,clothing_1059
review_645,clothing_634
review_646,clothing_1059
review_647,clothing_985
review_648,clothing_252
review_649,clothing_1059
review_650,clothing_1059
review_651,clothing_252
review_652,clothing_1059
review_653,clothing_1059
review_654,clothing_252
review_655,clothing_1008
review_656,clothing_943
review_657,clothing_634
review_658,clothing_1008
review_659,clothing_252
review_660,clothing_838
review_661,clothing_1059
review_662,clothing_1059
review_663,clothing_620
review_664,clothing_1059
review_665,clothing_117
review_666,clothing_252
review_667,clothing_252
review_668,clothing_634
review_669,clothing_838
review_670,clothing_1008
review_671,clothing_1059
review_672,clothing_838
review_673,clothing_634
review_674,clothing_1059
review_675,clothing_1059
review_676,clothing_1059
review_677,clothing_1059
review_678,clothing_1008
review_679,clothing_117
review_680,clothing_886
review_681,clothing_1087
review_682,clothing_873
review_683,clothing_1087
review_684,clothing_886
review_685,clothing_745
review_686,clothing_886
review_687,clothing_937
review_688,clothing_1087
review_689,clothing_937
review_690,clothing_937
review_691,clothing_1059
review_692,clothing_1110
review_693,clothing_1059
review_694,clothing_1110
review_695,clothing_873
review_696,clothing_886
review_697,clothing_1087
review_698,clothing_937
review_699,clothing_1110
review_700,clothing_886
review_701,clothing_937
review_702,clothing_886
review_703,clothing_1137
review_704,clothing_1165
review_705,clothing_937
review_706,clothing_1110
review_707,clothing_1087
review_708,clothing_1059
review_709,clothing_1137
review_710,clothing_745
review_711,clothing_937
review_712,clothing_1110
review_713,clothing_1110
review_714,clothing_886
review_715,clothing_937
review_716,clothing_886
review_717,clothing_937
review_718,clothing_937
review_719,clothing_873
review_720,clothing_937
review_721,clothing_886
review_722,clothing_873
review_723,clothing_886
review_724,clothing_245
review_725,clothing_886
review_726,clothing_886
review_727,clothing_1087
review_728,clothing_937
review_729,clothing_1087
review_730,clothing_1087
review_731,clothing_886
review_732,clothing_1110
review_733,clothing_886
review_734,clothing_1110
review_735,clothing_1165
review_736,clothing_937
review_737,clothing_886
review_738,clothing_1137
review_739,clothing_1087
review_740,clothing_937
review_741,clothing_886
review_742,clothing_886
review_743,clothing_1087
review_744,clothing_937
review_745,clothing_937
review_746,clothing_886
review_747,clothing_1137
review_748,clothing_886
review_749,clothing_886
review_750,clothing_937
review_751,clothing_937
review_752,clothing_1087
review_753,clothing_1087
review_754,clothing_1087
review_755,clothing_1087
review_756,clothing_886
review_757,clothing_886
review_758,clothing_937
review_759,clothing_245
review_760,clothing_937
review_761,clothing_886
review_762,clothing_937
review_763,clothing_937
review_764,clothing_1087
review_765,clothing_745
review_766,clothing_745
review_767,clothing_1087
review_768,clothing_937
review_769,clothing_937
review_770,clothing_1110
review_771,clothing_1087
review_772,clothing_745
review_773,clothing_1087
review_774,clothing_1110
review_775,clothing_1110
review_776,clothing_873
review_777,clothing_895
review_778,clothing_895
review_779,clothing_895
review_780,clothing_1072
review_781,clothing_895
review_782,clothing_945
review_783,clothing_895
review_784,clothing_850
review_785,clothing_945
review_786,clothing_895
review_787,clothing_805
review_788,clothing_850
review_789,clothing_850
review_790,clothing_895
review_791,clothing_1072
review_792,clothing_805
review_793,clothing_945
review_794,clothing_833
review_795,clothing_833
review_796,clothing_833
review_797,clothing_850
review_798,clothing_833
review_799,clothing_1072
review_800,clothing_895
review_801,clothing_850
review_802,clothing_833
review_803,clothing_895
review_804,clothing_895
review_805,clothing_833
review_806,clothing_895
review_807,clothing_886
review_808,clothing_886
review_809,clothing_886
review_810,clothing_886
review_811,clothing_1078
review_812,clothing_1089
review_813,clothing_895
review_814,clothing_886
review_815,clothing_895
review_816,clothing_1105
review_817,clothing_886
review_818,clothing_886
review_819,clothing_886
review_820,clothing_969
review_821,clothing_886
review_822,clothing_1078
review_823,clothing_1060
review_824,clothing_886
review_825,clothing_886
review_826,clothing_895
review_827,clothing_895
review_828,clothing_886
review_829,clothing_895
review_830,clothing_895
review_831,clothing_1089
review_832,clothing_886
review_833,clothing_895
review_834,clothing_868
review_835,clothing_895
review_836,clothing_886
review_837,clothing_886
review_838,clothing_886
review_839,clothing_1089
review_840,clothing_1078
review_841,clothing_895
review_842,clothing_975
review_843,clothing_975
review_844,clothing_886
review_845,clothing_548
review_846,clothing_1078
review_847,clothing_1060
review_848,clothing_886
review_849,clothing_886
review_850,clothing_886
review_851,clothing_886
review_852,clothing_1078
review_853,clothing_1078
review_854,clothing_1078
review_855,clothing_895
review_856,clothing_886
review_857,clothing_594
review_858,clothing_895
review_859,clothing_886
review_860,clothing_886
review_861,clothing_1089
review_862,clothing_975
review_863,clothing_886
review_864,clothing_1078
review_865,clothing_895
review_866,clothing_1060
review_867,clothing_895
review_868,clothing_975
review_869,clothing_886
review_870,clothing_975
review_871,clothing_815
review_872,clothing_1026
review_873,clothing_823
review_874,clothing_1055
review_875,clothing_1081
review_876,clothing_2
review_877,clothing_1081
review_878,clothing_936
review_879,clothing_1026
review_880,clothing_1081
review_881,clothing_299
review_882,clothing_1055
review_883,clothing_1055
review_884,clothing_1026
review_885,clothing_1010
review_886,clothing_1086
review_887,clothing_1055
review_888,clothing_1026
review_889,clothing_1081
review_890,clothing_754
review_891,clothing_815
review_892,clothing_1164
review_893,clothing_860
review_894,clothing_952
review_895,clothing_952
review_896,clothing_861
review_897,clothing_1008
review_898,clothing_952
review_899,clothing_1066
review_900,clothing_1008
review_901,clothing_1025
review_902,clothing_832
review_903,clothing_861
review_904,clothing_1066
review_905,clothing_1008
review_906,clothing_1015
review_907,clothing_1008
review_908,clothing_862
review_909,clothing_1008
review_910,clothing_952
review_911,clothing_1025
review_912,clothing_1111
review_913,clothing_1066
review_914,clothing_80
review_915,clothing_1008
review_916,clothing_861
review_917,clothing_862
review_918,clothing_1066
review_919,clothing_1008
review_920,clothing_1066
review_921,clothing_1066
review_922,clothing_1008
review_923,clothing_861
review_924,clothing_1028
review_925,clothing_1080
review_926,clothing_1008
review_927,clothing_1008
review_928,clothing_952
review_929,clothing_952
review_930,clothing_1066
review_931,clothing_862
review_932,clothing_1015
review_933,clothing_1066
review_934,clothing_1066
review_935,clothing_1066
review_936,clothing_1047
review_937,clothing_1094
review_938,clothing_936
review_939,clothing_1033
review_940,clothing_936
review_941,clothing_1094
review_942,clothing_1094
review_943,clothing_154
review_944,clothing_1094
review_945,clothing_1094
review_946,clothing_154
review_947,clothing_1140
review_948,clothing_154
review_949,clothing_936
review_950,clothing_1094
review_951,clothing_158
review_952,clothing_1033
review_953,clothing_154
review_954,clothing_1094
review_955,clothing_936
review_956,clothing_1094
review_957,clothing_936
review_958,clothing_936
review_959,clothing_1154
review_960,clothing_1022
review_961,clothing_949
review_962,clothing_154
review_963,clothing_1033
review_964,clothing_154
review_965,clothing_1140
review_966,clothing_936
review_967,clothing_1047
review_968,clothing_936
review_969,clothing_868
review_970,clothing_1094
review_971,clothing_936
review_972,clothing_1094
review_973,clothing_1033
review_974,clothing_936
review_975,clothing_1094
review_976,clothing_154
review_977,clothing_936
review_978,clothing_1094
review_979,clothing_154
review_980,clothing_1094
review_981,clothing_936
review_982,clothing_1094
review_983,clothing_936
review_984,clothing_1094
review_985,clothing_878
review_986,clothing_1145
review_987,clothing_1033
review_988,clothing_936
review_989,clothing_936
review_990,clothing_936
review_991,clothing_1033
review_992,clothing_878
review_993,clothing_1094
review_994,clothing_936
review_995,clothing_1047
review_996,clothing_936
review_997,clothing_936
review_998,clothing_854
review_999,clothing_936
review_1000,clothing_154
review_1001,clothing_1033
review_1002,clothing_1033
review_1003,clothing_936
review_1004,clothing_1094
review_1005,clothing_936
review_1006,clothing_936
review_1007,clothing_1047
review_1008,clothing_1094
review_1009,clothing_936
review_1010,clothing_936
review_1011,clothing_1047
review_1012,clothing_1094
review_1013,clothing_936
review_1014,clothing_936
review_1015,clothing_1094
review_1016,clothing_936
review_1017,clothing_1154
review_1018,clothing_936
review_1019,clothing_936
review_1020,clothing_936
review_1021,clothing_868
review_1022,clothing_854
review_1023,clothing_936
review_1024,clothing_949
review_1025,clothing_1094
review_1026,clothing_936
review_1027,clothing_1047
review_1028,clothing_1083
review_1029,clothing_949
review_1030,clothing_949
review_1031,clothing_949
review_1032,clothing_909
review_1033,clothing_949
review_1034,clothing_873
review_1035,clothing_873
review_1036,clothing_909
review_1037,clothing_1083
review_1038,clothing_873
review_1039,clothing_1172
review_1040,clothing_1083
review_1041,clothing_949
review_1042,clothing_949
review_1043,clothing_909
review_1044,clothing_864
review_1045,clothing_949
review_1046,clothing_949
review_1047,clothing_873
review_1048,clothing_873
review_1049,clothing_949
review_1050,clothing_949
review_1051,clothing_949
review_1052,clothing_873
review_1053,clothing_949
review_1054,clothing_873
review_1055,clothing_864
review_1056,clothing_864
review_1057,clothing_873
review_1058,clothing_873
review_1059,clothing_949
review_1060,clothing_1083
review_1061,clothing_909
review_1062,clothing_949
review_1063,clothing_949
review_1064,clothing_949
review_1065,clothing_864
review_1066,clothing_864
review_1067,clothing_873
review_1068,clothing_1099
review_1069,clothing_1001
review_1070,clothing_829
review_1071,clothing_815
review_1072,clothing_1099
review_1073,clothing_831
review_1074,clothing_738
review_1075,clothing_1099
review_1076,clothing_1094
review_1077,clothing_831
review_1078,clothing_1001
review_1079,clothing_895
review_1080,clothing_831
review_1081,clothing_895
review_1082,clothing_987
review_1083,clothing_1099
review_1084,clothing_1099
review_1085,clothing_868
review_1086,clothing_831
review_1087,clothing_829
review_1088,clothing_1099
review_1089,clothing_829
review_1090,clothing_829
review_1091,clothing_868
review_1092,clothing_831
review_1093,clothing_868
review_1094,clothing_1001
review_1095,clothing_829
review_1096,clothing_815
review_1097,clothing_895
review_1098,clothing_831
review_1099,clothing_815
review_1100,clothing_1099
review_1101,clothing_1099
review_1102,clothing_829
review_1103,clothing_831
review_1104,clothing_815
review_1105,clothing_1076
review_1106,clothing_815
review_1107,clothing_831
review_1108,clothing_815
review_1109,clothing_831
review_1110,clothing_877
review_1111,clothing_1068
review_1112,clothing_1020
review_1113,clothing_1068
review_1114,clothing_1020
review_1115,clothing_1068
review_1116,clothing_691
review_1117,clothing_831
review_1118,clothing_1068
review_1119,clothing_1089
review_1120,clothing_1089
review_1121,clothing_777
review_1122,clothing_860
review_1123,clothing_1089
review_1124,clothing_875
review_1125,clothing_992
review_1126,clothing_860
review_1127,clothing_777
review_1128,clothing_777
review_1129,clothing_860
review_1130,clothing_860
review_1131,clothing_927
review_1132,clothing_1089
review_1133,clothing_777
review_1134,clothing_992
review_1135,clothing_1068
review_1136,clothing_1068
review_1137,clothing_860
review_1138,clothing_831
review_1139,clothing_1020
review_1140,clothing_1089
review_1141,clothing_1068
review_1142,clothing_1089
review_1143,clothing_860
review_1144,clothing_993
review_1145,clothing_860
review_1146,clothing_777
review_1147,clothing_197
review_1148,clothing_860
review_1149,clothing_1068
review_1150,clothing_860
review_1151,clothing_860
review_1152,clothing_1042
review_1153,clothing_1060
review_1154,clothing_59
review_1155,clothing_1060
review_1156,clothing_1094
review_1157,clothing_1060
review_1158,clothing_1110
review_1159,clothing_235
review_1160,clothing_720
review_1161,clothing_1098
review_1162,clothing_59
review_1163,clothing_1060
review_1164,clothing_1060
review_1165,clothing_1110
review_1166,clothing_1082
review_1167,clothing_1060
review_1168,clothing_1060
review_1169,clothing_1060
review_1170,clothing_1042
review_1171,clothing_1060
review_1172,clothing_1060
review_1173,clothing_1110
review_1174,clothing_1060
review_1175,clothing_235
review_1176,clothing_1072
review_1177,clothing_1094
review_1178,clothing_1204
review_1179,clothing_1204
review_1180,clothing_1082
review_1181,clothing_1072
review_1182,clothing_1060
review_1183,clothing_1098
review_1184,clothing_1060
review_1185,clothing_1060
review_1186,clothing_1060
review_1187,clothing_1060
review_1188,clothing_1060
review_1189,clothing_1060
review_1190,clothing_1072
review_1191,clothing_1094
review_1192,clothing_1082
review_1193,clothing_720
review_1194,clothing_1060
review_1195,clothing_720
review_1196,clothing_1110
review_1197,clothing_1094
review_1198,clothing_1060
review_1199,clothing_720
review_1200,clothing_720
review_1201,clothing_1060
review_1202,clothing_1072
review_1203,clothing_1022
review_1204,clothing_1060
review_1205,clothing_1094
review_1206,clothing_1042
review_1207,clothing_1072
review_1208,clothing_1110
review_1209,clothing_1094
review_1210,clothing_1060
review_1211,clothing_1060
review_1212,clothing_868
review_1213,clothing_1094
review_1214,clothing_1094
review_1215,clothing_1095
review_1216,clothing_1028
review_1217,clothing_1095
review_1218,clothing_850
review_1219,clothing_850
review_1220,clothing_850
review_1221,clothing_850
review_1222,clothing_940
review_1223,clothing_868
review_1224,clothing_1028
review_1225,clothing_1095
review_1226,clothing_868
review_1227,clothing_1095
review_1228,clothing_850
review_1229,clothing_850
review_1230,clothing_1028
review_1231,clothing_1055
review_1232,clothing_850
review_1233,clothing_1095
review_1234,clothing_850
review_1235,clothing_1095
review_1236,clothing_1094
review_1237,clothing_850
review_1238,clothing_850
review_1239,clothing_850
review_1240,clothing_875
review_1241,clothing_850
review_1242,clothing_1094
review_1243,clothing_979
review_1244,clothing_979
review_1245,clothing_850
review_1246,clothing_850
review_1247,clothing_850
review_1248,clothing_850
review_1249,clothing_1095
review_1250,clothing_850
review_1251,clothing_940
review_1252,clothing_850
review_1253,clothing_850
review_1254,clothing_850
review_1255,clothing_1094
review_1256,clothing_868
review_1257,clothing_850
review_1258,clothing_850
review_1259,clothing_1095
review_1260,clothing_850
review_1261,clothing_979
review_1262,clothing_1095
review_1263,clothing_1095
review_1264,clothing_850
review_1265,clothing_1095
review_1266,clothing_1095
review_1267,clothing_1095
review_1268,clothing_850
review_1269,clothing_850
review_1270,clothing_850
review_1271,clothing_850
review_1272,clothing_850
review_1273,clothing_850
review_1274,clothing_1095
review_1275,clothing_850
review_1276,clothing_850
review_1277,clothing_850
review_1278,clothing_850
review_1279,clothing_850
review_1280,clothing_940
review_1281,clothing_875
review_1282,clothing_868
review_1283,clothing_850
review_1284,clothing_1095
review_1285,clothing_979
review_1286,clothing_875
review_1287,clothing_1095
review_1288,clothing_850
review_1289,clothing_850
review_1290,clothing_1095
review_1291,clothing_850
review_1292,clothing_873
review_1293,clothing_850
review_1294,clothing_1095
review_1295,clothing_875
review_1296,clothing_1095
review_1297,clothing_1095
review_1298,clothing_1095
review_1299,clothing_868
review_1300,clothing_850
review_1301,clothing_1028
review_1302,clothing_1095
review_1303,clothing_1095
review_1304,clothing_850
review_1305,clothing_875
review_1306,clothing_850
review_1307,clothing_940
review_1308,clothing_1095
review_1309,clothing_868
review_1310,clothing_875
review_1311,clothing_940
review_1312,clothing_850
review_1313,clothing_873
review_1314,clothing_1095
review_1315,clothing_836
