district_id,city_id
district_dd8cb56321ad0f9bbdde,city_cbeb7a3470031eaa0a4f
district_a6a7a3a04a96074d3d01,city_95ec7d95280b9a9ff888
district_a70a30fd81f8b4b2f1da,city_9006ea7a29a6f8a06394
district_84ff20f01e1e6423ecb6,city_f586e0340673c691b9ca
district_6a216ec8d9ac38f2727d,city_48a73a8319e933a3c9ff
district_798b0d3a5d7ead028811,city_95ec7d95280b9a9ff888
district_4010beb03f4ed20addb7,city_8a0ae0d12ba97d4a924a
district_430c06d7dde8d58a6c2a,city_93ee49dd7027d8176452
district_10bcebe524db7cf44452,city_2c2a20e3c97c4a4c136d
district_22094983b2fa24cae0cf,city_b4ab96ef3d7cd4fb4163
district_56e98a1e76822e6d40a1,city_5489d284f24ba3e29686
district_b7a2578f27db610f45cf,city_8a0ae0d12ba97d4a924a
district_9037cbdd9ee1a768de10,city_4ffa3dff68be4713d65a
district_1af86492ba9ad1fae7d2,city_9a71cb89fbe7fe5df4fd
district_e35b291fb5d2cacf9722,city_02a71b070e791c346ae0
district_4eb66b59171d1f985a31,city_9a71cb89fbe7fe5df4fd
district_9b7dd8c3e36208c88205,city_241196c140dd133343c8
district_5189873a138da3097caf,city_95ec7d95280b9a9ff888
district_1f40db65f8ce55590138,city_a70f5b43010bf30f8010
district_5360d6908b79e0b53148,city_841ba57df40f5352d826
district_30daae447138619bfbe6,city_48a73a8319e933a3c9ff
district_05612d260583a7843de8,city_9006ea7a29a6f8a06394
district_3ed0642a3f9a310d95ab,city_48a73a8319e933a3c9ff
district_1fd80f39e123d6fa5717,city_02d0504774f8dfed7fbb
district_b824ded9d236a1e3a44c,city_2d33882a0dec57ce6834
district_95bbedc50f6429155b6a,city_d5b0cb3a18be6a37f8c4
district_0d32bdf677c0ab299520,city_c107b253189d09a0224d
district_43b4cc04f34e98e392a5,city_3ed973dbce59b61477bd
district_5d9701a0dcc2a664c851,city_f0c23044d6c7d641090c
district_e194261d5431f9b4dbca,city_8a6161e5bf0eb867bd71
district_b4fde193b1a7c3ec9835,city_77aebfe2d87c66d0c62e
district_2df203daa06b4d7b8225,city_ac50a3fcd0f55c19e8aa
district_0b0f6fa6bf4119976ee5,city_b1f03cd2d4f3ad19c22c
district_c28bf3f16ece54ba8e19,city_cd7dbe5fe10777941856
district_341a5b31282264fa6eab,city_c08197c1c383e0dfb910
district_4532efbb8f951ab9d0c3,city_26d08f8317856c7bcc2c
district_f3a8fa4b44ed0f8f6f57,city_6a8db616769417e13f5a
district_3d879b505d6c78cd153d,city_2c120bb6a1300293f7a0
district_324cf8e1d686d3fe1e61,city_2d33882a0dec57ce6834
district_90ad8982cd9d7170cfe5,city_ac50a3fcd0f55c19e8aa
district_bbc008fb571bf4e4930c,city_f8c5548c0395fe53b1a3
district_898e8f9be5058186fd60,city_3ed973dbce59b61477bd
district_71206dc307eeef2a5dfd,city_4ffa3dff68be4713d65a
district_71f925c9e41a8b16e3a1,city_ee7662b2a426cb0de30c
district_8a2e539db9d4e5de2547,city_6a001bbe2813aebc7122
district_7e78e64e8f54beabada1,city_2efb3e175e78e17ee3cb
district_648401ab97bd3afabc95,city_a1c0d70198b479b790ca
district_7a21ed6e3bd7c32962fb,city_c0cabf473442f4bdab24
district_323c0505147431ccbdc4,city_5489d284f24ba3e29686
district_dbd4c8635158bb82c4af,city_02d0504774f8dfed7fbb
district_5eca92f78f53756be1b6,city_47c6f15da808163b3a07
district_8055becdaf61e2b8d262,city_77aebfe2d87c66d0c62e
district_200aae87bb98a2dcffc7,city_2c120bb6a1300293f7a0
district_793aedb86a2c23aaea15,city_cbeb7a3470031eaa0a4f
district_c886ae4d286fd8437762,city_02d0504774f8dfed7fbb
district_094e9c80c1a5b6777669,city_802a466d2050b801e8cf
district_63ed4f624713ed4f9895,city_2c120bb6a1300293f7a0
district_48e973a2f2d8e58012dc,city_cd7dbe5fe10777941856
district_04e97d236de9a67cf3de,city_3ed973dbce59b61477bd
district_24b829dd7715e4a3e1f5,city_c0cabf473442f4bdab24
district_8dcb64cdca30e0b20b8e,city_5489d284f24ba3e29686
district_9649e94a350decb52241,city_8a0ae0d12ba97d4a924a
district_53441d9bdc13bc8bcce6,city_95ec7d95280b9a9ff888
district_38eec2d73a4bc7e52fcb,city_5489d284f24ba3e29686
district_b07555f67bd3471a98d8,city_d5b0cb3a18be6a37f8c4
district_de4a382eb810b03af9c1,city_77aebfe2d87c66d0c62e
district_94d960b3ce6be4c41228,city_b4ab96ef3d7cd4fb4163
district_a8eb243f1f64db8fbdc6,city_a0909cac05777233a6ce
district_16845325b3612c5bacf9,city_a0909cac05777233a6ce
district_6c9ea909dc3e4a229bae,city_5489d284f24ba3e29686
district_125c2699f540db617419,city_77aebfe2d87c66d0c62e
district_1c2ffb85cf1416dd4d13,city_c0cabf473442f4bdab24
district_e8569dee3cc5872541f8,city_6a001bbe2813aebc7122
district_39936186cffc6adbb1e5,city_77aebfe2d87c66d0c62e
district_3d9492395c2dd70b7a7d,city_f586e0340673c691b9ca
district_4928a32f976cfd30687f,city_95ec7d95280b9a9ff888
district_09f939d72b67e27456a9,city_4ffa3dff68be4713d65a
district_23d004c4c84c8ec01a64,city_4ffa3dff68be4713d65a
district_cb0b11556a8786acb61c,city_f0c23044d6c7d641090c
district_34b97ac765015ccedf26,city_a0909cac05777233a6ce
district_59b19cd5dc5f6196f0f5,city_f0c23044d6c7d641090c
district_8c507e7513932a231804,city_77aebfe2d87c66d0c62e
district_829c4e85a920043736fa,city_2efb3e175e78e17ee3cb
district_0ad9305db55624a92cbd,city_ecbbbdeb430e4009213b
district_f3e5082215c0e1fbd923,city_6a001bbe2813aebc7122
district_fa45a0b6ae06fd4dc591,city_8a0ae0d12ba97d4a924a
district_c9dbcf5bc5dfe48f7b08,city_2efb3e175e78e17ee3cb
district_029f3a8940bb5bd3963e,city_6ea406570e40c2520c8b
district_196c88ea8a3e7748f918,city_2c120bb6a1300293f7a0
district_acea6ae560a6c7d2d31d,city_8a0ae0d12ba97d4a924a
district_47670a02e1282b02f32f,city_2efb3e175e78e17ee3cb
district_870005b2fc5eb5097259,city_f0c23044d6c7d641090c
district_2f94acb26524a0dd1b69,city_3b0b65dbe79484280fee
district_6b9120089d40cec00dd2,city_d5b0cb3a18be6a37f8c4
district_32d77dfe58ea6eba7379,city_c0cabf473442f4bdab24
district_c711c727abc1bcacdf86,city_9a71cb89fbe7fe5df4fd
district_fc813419ff020816917a,city_0bfc24e94512e15df4f8
district_acd04c2f51f14d263414,city_02d0504774f8dfed7fbb
district_57b26c77db787a5ab6af,city_c0cabf473442f4bdab24
district_921a9f2d125bccf3192c,city_47c6f15da808163b3a07
district_ed8b6aacecb1b31cf956,city_5489d284f24ba3e29686
district_1f8ae83969d91b33ca39,city_f5d3ac1a0190ebbc5c2d
district_ebd620a5295f3aea0e45,city_02a71b070e791c346ae0
district_55405fe52317a48e1d29,city_3987b6e478bdbd6b484b
district_81d19b13d34f6bcae335,city_c0cabf473442f4bdab24
district_3605e88abf89c16b16f3,city_02a71b070e791c346ae0
district_d69ba713a89972c82765,city_95ec7d95280b9a9ff888
district_71467caa52a565b95e86,city_3ed973dbce59b61477bd
district_99b4c5d494b0d0ca6348,city_02a71b070e791c346ae0
district_66d5fc83b4fa0cc4c144,city_527707d89edee3820603
district_526201792132a7779bb1,city_ac50a3fcd0f55c19e8aa
district_a986a1264adebe2f2f8e,city_527707d89edee3820603
district_55791a178b5dbb04060d,city_f5d3ac1a0190ebbc5c2d
district_d0d563cbc82ddadd9dda,city_c0cabf473442f4bdab24
district_9bc0b9dc4299eb4ea71d,city_5be786d46c0b32be9101
district_21b664d9a5da0f7a5a8a,city_841ba57df40f5352d826
district_25727970a14d747442a6,city_df2dd25b4c499f6bba99
district_d97e4a8366ce73388fcc,city_3987b6e478bdbd6b484b
district_4b8ca731fa4f1137ea12,city_c08197c1c383e0dfb910
district_960254677f1e4fa2ad9d,city_c0cabf473442f4bdab24
district_4f0db66cafcfabc7b469,city_2efb3e175e78e17ee3cb
district_0d9a59b309c876ebc1bb,city_48a73a8319e933a3c9ff
district_737ec7a5ddc0d833f993,city_d5b0cb3a18be6a37f8c4
district_64ce17661fbdf6bd24b9,city_4ffa3dff68be4713d65a
district_71e69fc4b179a13d7381,city_2c120bb6a1300293f7a0
district_bd6f7d1688f3e4869226,city_b1f03cd2d4f3ad19c22c
district_69347867f6fdf6a33e66,city_d66a434f276acf030bd5
district_7826d4523ead84edfde6,city_a1c0d70198b479b790ca
district_9669273d30d5eae51f0d,city_df2dd25b4c499f6bba99
district_394badaf71da8e05dd9e,city_a0909cac05777233a6ce
district_b036d485e133e2cb3937,city_841ba57df40f5352d826
district_779745dd53d02ef3d0b4,city_2c120bb6a1300293f7a0
district_038036b0c544c0b0e169,city_cc4cd0d69e5ad659ce3f
district_2e136f090909c78c94c8,city_95ec7d95280b9a9ff888
district_b9d6c0c67748ede05d9e,city_f0c23044d6c7d641090c
district_819df54fa96c94805d7b,city_a0909cac05777233a6ce
district_76fc88810cb1537ce5d2,city_26d08f8317856c7bcc2c
district_20a66ac304e4eea01db0,city_f586e0340673c691b9ca
district_b4513189ed2f6d231051,city_2c2a20e3c97c4a4c136d
district_423579f305353cc29fe8,city_77aebfe2d87c66d0c62e
district_6dc2715801a6e6299072,city_d66a434f276acf030bd5
district_bc4d831570eb9348cac0,city_47c6f15da808163b3a07
district_df7a24dc58df04062ea6,city_f586e0340673c691b9ca
district_d6c6af6609806cd0c7e0,city_3ed973dbce59b61477bd
district_283c40addcee49ade9fb,city_5489d284f24ba3e29686
district_1e5a5aef474141da5cac,city_f5d3ac1a0190ebbc5c2d
district_06c7677c3ce417e1d7da,city_2d33882a0dec57ce6834
district_7c9b8df6be03932bbc5b,city_802a466d2050b801e8cf
district_b42e3bcfa3f4db54b066,city_d66a434f276acf030bd5
district_bc642423fcd959b8d2fc,city_c0cabf473442f4bdab24
district_9b0829058f4dae263950,city_241196c140dd133343c8
district_c8bd7c6fceaf27653903,city_b1f03cd2d4f3ad19c22c
district_9e2652bbd49620ae1a0a,city_26d08f8317856c7bcc2c
district_efd7cb966128ff98c489,city_ee7662b2a426cb0de30c
district_eeb649a190dd22b64d20,city_02a71b070e791c346ae0
district_520ab98a9edb8fd11ec3,city_ac50a3fcd0f55c19e8aa
district_314cca2ca25034206a40,city_48a73a8319e933a3c9ff
district_6e9c56372285860d68be,city_cd7dbe5fe10777941856
district_a713fe3d4dd1d585408b,city_370488e71f7c2a811b4f
district_d7d06e23747598cc3db5,city_6a8db616769417e13f5a
district_6c7f464160def407abf3,city_c107b253189d09a0224d
district_b1ee32090ef00ef89a35,city_d66a434f276acf030bd5
district_02493fb75a020158367b,city_ac50a3fcd0f55c19e8aa
