id,detail_url,title,location,timeline_hours,area_m2,bedrooms,bathrooms,floors,frontage,price_million_vnd
92647,https://batdongsan.vn/ban-biet-thu-khu-dan-cu-cityland-phuong-5-go-vap-ham-4-tang-23-ty-so-nha-loc-phat-r262822,BÁN BIỆT THỰ KHU DÂN CƯ CITYLAND - PHƯỜNG 5 GÒ VẤP - HẦM 4 TẦNG - 23 TỶ. SỐ NHÀ LỘC PHÁT,"Gò Vấp, Hồ Chí Minh",17520,,6.0,6.0,5.0,False,
113639,https://batdongsan.vn/nha-dep-don-tet-ban-nha-moi-2-tang-tay-hoa-95m2-7x135m-49-ty-tl-r283833,"NHÀ ĐẸP ĐÓN TẾT! Bán Nhà Mới 2 Tầng Tây Hoà, 95m2 (7x13.5m), 4.9 Tỷ TL","Quận 9, Hồ Chí Minh",17520,,3.0,2.0,3.0,False,4900.0
114407,https://batdongsan.vn/ban-gap-nha-van-phuc-dt-44m2-4-tang-gia-45-ty-r284601,"Bán gấp nhà Vạn Phúc, DT 44m2, 4 tầng, giá 4.5 tỷ","Hà Đông, Hà Nội",17520,,4.0,3.0,5.0,False,4500.0
82664,https://batdongsan.vn/nha-4-tang-btct-hem-thong-nha-moi-vao-o-ngay-chi-48-ty-r252822,Nhà 4 tầng BTCT - Hẻm thông - Nhà mới vào ở ngay - Chỉ 4.8 tỷ,"Quận 10, Hồ Chí Minh",26280,,3.0,2.0,5.0,False,4800.0
85480,https://batdongsan.vn/ban-nha-3-tang-duong-le-van-viet-plong-thanh-my-68m2-gia-59-ty-r255645,"Bán nhà 3 tầng đường Lê Văn Việt, P.Long Thạnh Mỹ, 68m2, giá 5.9 tỷ","Quận 9, Hồ Chí Minh",26280,,,,4.0,False,5900.0
110311,https://batdongsan.vn/ban-nha-6-tang-gia-thuy-nguyen-son-gara-oto-thang-may-full-noi-that-r280505,"BÁN NHÀ 6 TẦNG GIA THỤY- NGUYỄN SƠN, GARA ÔTÔ, THANG MÁY, FULL NỘI THẤT","Long Biên, Hà Nội",17520,,3.0,4.0,7.0,False,8000.0
113895,https://batdongsan.vn/mat-tien-kinh-doanh-sam-uat-nguyen-hoang-5-tang-quan-2-4x20m-225-ty-r284089,"Mặt tiền kinh doanh sầm uất Nguyễn Hoàng, 5 tầng, Quận 2, 4x20m, 22.5 tỷ","Quận 2, Hồ Chí Minh",17520,,5.0,5.0,6.0,True,22500.0
110823,https://batdongsan.vn/shophouse-5-tang-so-huu-lau-dai-ngay-trung-tam-binh-tan-lien-ke-aeon-mall-va-khu-dan-cu-ten-lua-r281017,Shophouse 5 tầng sở hữu lâu dài ngay trung tâm Bình Tân liền kề Aeon Mall và khu dân cư tên lửa,"Bình Tân, Hồ Chí Minh",17520,,,,6.0,False,12000.0
104935,https://batdongsan.vn/cuc-hiem-lang-ha-dong-da-ph-n-lo-o-to-tranh-kinh-doanh-2-mat-pho-gan-30m-5-tang-nhinh-45-ty-r275129,"CỰC HIẾM LÁNG HẠ, ĐỐNG ĐA PH N LÔ Ô TÔ TRÁNH- KINH DOANH - 2 MẶT PHỐ GẦN 30M 5 TẦNG_NHỈNH 4.5 TỶ","Đống Đa, Hà Nội",17520,,2.0,4.0,6.0,True,
109543,https://batdongsan.vn/ban-nha-phan-dinh-giot-ha-dong-2-thoang-o-to-vao-nha-kinh-doanh-dinh-cao-50m2-5-tang-5x-ty-r279737,"Bán nhà Phan Đình Giót, Hà Đông, 2 THOÁNG, Ô TÔ VÀO NHÀ, KINH DOANH ĐỈNH CAO 50M2 5 TẦNG 5.x tỷ","Hà Đông, Hà Nội",17520,,,,6.0,False,
105703,https://batdongsan.vn/ban-nha-1-tret-2-lau-66m2-tho-cu-duong-o-to-p-tan-tien-chi-4250-ti-r275897,"Bán nhà 1 Trệt 2 lầu 66m2 thổ cư đường ô tô (P. Tân Tiến) chỉ 4,250 tỉ","Biên Hòa, Đồng Nai",17520,,4.0,3.0,3.0,False,4250.0
100071,https://batdongsan.vn/mrs-tam-ban-nha-4-tang-65m2-huong-dong-hiem-pham-phu-thu-ha-ly-hong-bang-hai-phong-nha-ve-o-luon-an-ninh-cuc-tot-gia-71-ty-r270254,"Mrs Tâm Bán nhà 4 tầng 65m2 hướng Đông hiếm Phạm Phú Thứ, Hạ Lý, Hồng Bàng, Hải Phòng nhà về ở luôn...","Hồng Bàng, Hải Phòng",17520,,4.0,3.0,5.0,False,7100.0
108519,https://batdongsan.vn/nha-dep-cach-mang-thang-tam-tan-binh-50m2-4-tang-btct-3pn-tang-noi-that-gia-chi-4ty-6-r278713,NHÀ ĐẸP-CÁCH MẠNG THÁNG TÁM-TÂN BÌNH 50M2- 4 TẦNG BTCT - 3PN-TẶNG NỘI THẤT-GIÁ CHỈ 4TỶ 6,"Tân Bình, Hồ Chí Minh",17520,,4.0,3.0,5.0,False,46.0
109799,https://batdongsan.vn/ban-nha-rieng-35-tang-41m-tai-loc-ha-mai-lam-ha-noi-r279993,"Bán nhà riêng 3,5 tầng 41m tại Lộc Hà , Mai Lâm , Hà Nội","Đông Anh, Hà Nội",17520,,3.0,2.0,6.0,False,
100583,https://batdongsan.vn/nhinh-3-ty-so-huu-ngay-nha-1-lau-moi-toang-hem-nguyen-thi-xieu-q7-r270766,"Nhỉnh 3 tỷ sở hữu ngay nhà 1 lầu mới toang hẻm nguyễn thị xiếu, q7","Quận 7, Hồ Chí Minh",17520,,1.0,2.0,2.0,False,319.0
106983,https://batdongsan.vn/hem-xe-hoi-do-cong-duong-vu-tung-phuong-2-binh-thanh-ngang-47-x-85-2-tang-nhinh-4-ty-r277177,"Hẻm Xe Hơi Đỗ Cổng Đường Vũ Tùng Phường 2 Bình Thạnh, Ngang 4.7 x 8.5, 2 Tầng Nhỉnh 4 tỷ","Bình Thạnh, Hồ Chí Minh",17520,,4.0,4.0,3.0,False,4800.0
102119,https://batdongsan.vn/ban-nha-mat-pho-lam-du-bo-de-60m-5-tang-thang-may-mt-6m-kinh-doanh-15-ty-r272308,"BÁN NHÀ MẶT PHỐ LÂM DU, BỒ ĐỀ, 60M, 5 TẦNG, THANG MÁY, MT 6M, KINH DOANH, 15 TỶ","Long Biên, Hà Nội",17520,,3.0,5.0,6.0,True,15000.0
104679,https://batdongsan.vn/gap-ban-nha-rieng-go-vap-5-tang-100m2-so-vuong-a4sat-mat-tien-ngang-khung-7m-r274873,"Gấp Bán Nhà Riêng Gò Vấp, 5 Tầng, 100m2, Sổ Vuông A4,Sát Măt Tiền, Ngang Khủng 7m","Gò Vấp, Hồ Chí Minh",17520,,5.0,5.0,6.0,False,11500.0
108007,https://batdongsan.vn/ban-sieu-pham-6-tang-thang-may-duong-mai-hac-de-ngay-cho-dem-son-tra-da-nang-chi-145-ty-r278201,"BÁN SIÊU PHẨM 6 TẦNG THANG MÁY, ĐƯỜNG MAI HẮC ĐẾ, NGAY CHỢ ĐÊM SƠN TRÀ ĐÀ NẴNG, CHỈ 14,5 TỶ","Sơn Trà, Đà Nẵng",17520,,10.0,10.0,7.0,False,14500.0
105959,https://batdongsan.vn/chu-can-ban-gap-qua-roi-lk-ngo-thi-nham-ha-dong-52m-6-tang-gia-chi-co-94-ty-r276153,CHỦ CẦN BÁN GẤP QUÁ RỒI-LK NGÔ THÌ NHẬM HÀ ĐÔNG 52M 6 TẦNG GIÁ CHỈ CÓ 9.4 TỶ,"Hà Đông, Hà Nội",17520,,6.0,4.0,7.0,False,9400.0
108775,https://batdongsan.vn/ban-nha-3-tang-hxh-duong-23-hiep-binh-chanh-dt-908-m2-gia-8-ty-tl-r278969,"Bán nhà 3 Tầng, hxh đường 23 Hiệp Bình Chánh, dt 90,8 m² giá 8 tỷ TL","Thủ Đức, Hồ Chí Minh",17520,,4.0,5.0,4.0,False,8000.0
93417,https://batdongsan.vn/ban-nha-hxh-duong-le-van-quoi-dt-4x165m-3-lau-gia-76-ty-tl-lien-he-ngay-r263592,"Bán nhà HXH đường LÊ VĂN QUỚI, DT: 4x16.5m, 3 lầu, giá: 7.6 tỷ TL Liên Hệ Ngay","Bình Tân, Hồ Chí Minh",17520,,,,4.0,False,7600.0
100841,https://batdongsan.vn/nha-himlam-linh-chieu-hxh-thong-5x14m-2-tang-3-pn-chi-5-ty-nhinh-r271024,"NHÀ HIMLAM LINH CHIỂU - HXH THÔNG - 5x14m, 2 tầng 3 PN, chỉ 5 tỷ nhỉnh.","Thủ Đức, Hồ Chí Minh",17520,,3.0,2.0,3.0,False,
94185,https://batdongsan.vn/hem-6m-5-lau-ham-xe-5x19-nguyen-kiem-f4-phu-nhuan-r264360,"Hẻm 6m 5 lầu, hầm xe 5x19 Nguyễn Kiệm F4 Phú Nhuận","Phú Nhuận, Hồ Chí Minh",17520,,5.0,5.0,6.0,False,12900.0
99561,https://batdongsan.vn/7-tang-noi-that-hien-dai-nha-thoang-truoc-sau-nha-2-mat-ngo-45m2-mat-tien-47m-46-ty-r269743,7 TẦNG NỘI THẤT HIỆN ĐẠI-NHÀ THOÁNG TRƯỚC SAU-NHÀ 2 Mặt NGÕ-45M2- MẶT TIỀN 4.7M – 4.6 TỶ,"Nam Từ Liêm, Hà Nội",17520,,5.0,5.0,8.0,True,4600.0
94953,https://batdongsan.vn/ban-nha-sieu-re-nguyen-van-nghi-go-vap-4-tang-btct-dien-tich-45m2-465-ty-r265128,"Bán nhà siêu rẻ Nguyễn Văn Nghi Gò Vấp, 4 tầng BTCT diện tích 45m2 4,65 tỷ.","Gò Vấp, Hồ Chí Minh",17520,,3.0,,5.0,False,4650.0
95977,https://batdongsan.vn/ban-nha-phuong-tang-nhon-phu-a-1-tret-1-lau-4pn-4-wc-92m2-duong-oto-ne-nhau-le-van-viet-vao-200m-gia-chi-5-ty-thuong-luong-lh-0766788892-mien-mo-gioi-dang-tin-r266152,"BÁN NHÀ PHƯỜNG TĂNG NHƠN PHÚ A, 1 TRỆT 1 LẦU 4PN 4 WC, 92m2 ĐƯỜNG OTO NÉ NHAU, LÊ VĂN VIỆT VÀO 200m,...","Quận 9, Hồ Chí Minh",17520,,4.0,4.0,2.0,False,5000.0
99817,https://batdongsan.vn/ban-nha-hxh-thong-duong-huong-lo-2-dt-8x9m-3-lau-gia-68-ty-tl-lien-he-ngay-r270000,"Bán nhà HXH thông đường HƯƠNG LỘ 2, DT: 8x9m, 3 lầu, giá: 6.8 tỷ TL Liên Hệ Ngay","Bình Tân, Hồ Chí Minh",17520,,,,4.0,False,6800.0
96233,https://batdongsan.vn/ban-can-ho-dich-vu-hxh-2-mt-thong-duong-mieu-go-xoai-dt-4x26m-3-lau-gia-74-ty-tl-lien-he-ngay-r266408,"Bán căn hộ dịch vụ HXH 2 MT thông đường MIẾU GÒ XOÀI, DT: 4x26m, 3 lầu, giá: 7.4 tỷ TL Liên Hệ Ngay","Bình Tân, Hồ Chí Minh",17520,,,,4.0,False,7400.0
96489,https://batdongsan.vn/ban-nha-4-tang-lo-goc-duong-dong-thien-quan-le-chan-tp-hai-phong-43m2-r266667,"Bán nhà 4 tầng lô góc đường Đồng Thiện, quận Lê Chân, TP Hải Phòng, 43m2","Lê Chân, Hải Phòng",17520,,3.0,3.0,5.0,False,2550.0
101609,https://batdongsan.vn/nha-pho-1-tret-3-lau-trung-tam-thanh-pho-moi-binh-duong-5x20m-4pn-4wc-gia-chi-8ty-r271795,"Nhà phố 1 trệt 3 lầu trung tâm Thành phố mới Bình Dương, 5x20m, 4PN, 4WC giá chỉ 8TỶ","Thủ Dầu Một, Bình Dương",17520,,5.0,4.0,4.0,False,8000.0
100840,https://batdongsan.vn/ban-nha-phuc-dong-long-bien-84m-5-tang-mt-45m-o-to-hon-7-ty-r271023,"BÁN NHÀ PHÚC ĐỒNG, LONG BIÊN, 84M, 5 TẦNG, MT 4.5M, Ô TÔ, HƠN 7 TỶ","Long Biên, Hà Nội",17520,,6.0,5.0,6.0,False,7750.0
104936,https://batdongsan.vn/chu-can-ban-gap-nha-tran-phu-ha-dong-kinh-doanh-o-to-qua-dt-38m-4-tang-gia-58-ty-r275130,CHỦ CẦN BÁN GẤP NHÀ TRẦN PHÚ HÀ ĐÔNG - KINH DOANH - Ô TÔ QUA -DT 38M 4 TẦNG GIÁ 5.8 tỷ,"Hà Đông, Hà Nội",17520,,4.0,3.0,5.0,False,5800.0
105448,https://batdongsan.vn/ban-nha-pho-hong-tien-55m2-mt-4m-4-tang-gia-chao-685-ty-r275642,"Bán nhà phố Hồng Tiến 55m2, MT 4M, 4 tầng, giá chào 6.85 tỷ.","Long Biên, Hà Nội",17520,,,,5.0,False,6850.0
97256,https://batdongsan.vn/soc-ngo-36-thinh-quang-lo-goc-o-to-2-thoang4-tang-moi-dep-gia-55-ty-r267435,"SỐC!!! NGÕ 36 THỊNH QUANG - LÔ GÓC - Ô TÔ - 2 THOÁNG/4 TẦNG MỚI ĐẸP - GIÁ 5,5 TỶ -","Đống Đa, Hà Nội",17520,,,,5.0,False,
109288,https://batdongsan.vn/ban-nha-gan-pho-chinh-kinh-lo-goc-3-mat-thoang-53m2-mat-tien-45m-4-tang-chac-chan-gia-chi-55-ty-r279482,"Bán nhà gần phố Chính Kinh, lô góc 3 mặt thoáng, 53m2 mặt tiền 4.5m 4 tầng chắc chắn giá chỉ 5.5 tỷ","Thanh Xuân, Hà Nội",17520,,4.0,,5.0,True,5500.0
98024,https://batdongsan.vn/ban-nha-vip-hxt-thang-truc-2-tang-130m2-8x16-ngang-khung-8mlinh-xuan-chi-9-ty-r268203,"Bán nhà VIP, HXT thẳng trục, 2 tầng, 130m2 ( 8x16) ngang khủng 8m,Linh Xuân chỉ 9 tỷ","Thủ Đức, Hồ Chí Minh",17520,,,,3.0,False,9.0
98536,https://batdongsan.vn/ban-nha-rieng-go-vap-phuong-5-duong-quang-ham-4-tang-hxh-dt-35x9-so-vuong-r268716,"Bán Nhà Riêng Gò Vấp, Phường 5, Dương Quảng Hàm, 4 Tầng, HXH, DT 3,5x9, Sổ Vuông","Gò Vấp, Hồ Chí Minh",17520,,4.0,4.0,5.0,False,5500.0
80617,https://batdongsan.vn/ban-nha-luy-ban-bich-61m2-2-tang-tan-thanh-0789685368-r250766,Bán nhà LUỸ BÁN BÍCH 61m2 2 Tầng - Tân Thành - 0789685368,"Tân Phú, Hồ Chí Minh",26280,,,,3.0,False,5350.0
81641,https://batdongsan.vn/nha-pho-o-bau-bang-binh-duong-chiet-khau-400-trieu-xay-1-tret-2-lau-duong-25m-r251792,"Nhà Phố ở Bàu bàng Bình Dương , Chiết khấu 400 triệu , xây 1 trệt 2 lầu đường 25M","Bàu Bàng, Bình Dương",26280,,3.0,4.0,3.0,False,255600.0
82153,https://batdongsan.vn/ban-gap-nha-pho-thinh-liet-o-to-kinh-doanh-45m2-x-5-tang-gia-cuc-tot-438-ty-r252308,"BÁN GẤP NHÀ PHỐ THỊNH LIỆT, Ô TÔ, KINH DOANH, 45M2 X 5 TẦNG, GIÁ CỰC TỐT 4.38 tỷ","Hoàng Mai, Hà Nội",26280,,4.0,4.0,6.0,False,4380.0
82409,https://batdongsan.vn/can-ban-nha-1-tret-1-lau-2pn-2wc-duong-pham-van-chieuphuong-14-go-vap-gia-cuc-re-chi-2ty8-r252564,"Cần bán nhà 1 trệt 1 lầu 2PN 2WC đường Phạm Văn Chiêu,Phường 14 Gò Vấp giá cực rẻ chỉ 2tỷ8","Gò Vấp, Hồ Chí Minh",26280,,2.0,2.0,2.0,False,2800.0
86505,https://batdongsan.vn/lo-goc-hxh-truong-chinh-tan-binh-nha-4-tang-gia-nhinh-9-ty-r256673,"Lô góc HXH Trường Chinh, Tân Bình, nhà 4 tầng, giá nhĩnh 9 tỷ","Tân Bình, Hồ Chí Minh",26280,,5.0,5.0,5.0,False,9300.0
113896,https://batdongsan.vn/ban-nha-1-tret-1-lau-83m2-duong-o-to-phuong-quyet-thang-chi-45-ti-r284090,"Bán nhà 1 trệt 1 lầu 83m2 đường ô tô (Phường Quyết Thắng) chỉ 4,5 tỉ","Biên Hòa, Đồng Nai",17520,,3.0,2.0,2.0,False,4500.0
86761,https://batdongsan.vn/ban-nha-mat-tien-quan-10-4-tang-hd-thue-25-trieuthang-ban-gap-chi-95-ty-r256929,"Bán Nhà Mặt Tiền Quận 10, 4 Tầng, Hđ Thuê 25 Triệu/tháng, Bán Gấp Chỉ 9,5 Tỷ","Quận 10, Hồ Chí Minh",26280,,3.0,,5.0,True,9500.0
93416,https://batdongsan.vn/ban-nha-hxh-thong-duong-lo-tu-dt-4x17m-3-lau-gia-77-ty-tl-lien-he-ngay-r263591,"Bán nhà HXH thông đường LÔ TƯ, DT: 4x17m, 3 lầu, giá: 7.7 tỷ TL Liên Hệ Ngay","Bình Tân, Hồ Chí Minh",17520,,,,4.0,False,7700.0
91368,https://batdongsan.vn/ban-nha-pho-yen-lang-dong-da-76m-7-tang-mt-5m-gia-24-ty-r261542,"Bán nhà phố Yên Lãng, Đống Đa 76m, 7 tầng, mt 5m. Giá: 24 tỷ","Đống Đa, Hà Nội",17520,,2.0,,8.0,False,24000.0
91880,https://batdongsan.vn/ban-nha-mat-tien-tang-bat-ho-p11-binh-thanh-3-tang-60m2-71-ty-r262055,"BÁN NHÀ MẶT TIỀN TĂNG BẠT HỔ, P11 BÌNH THẠNH, 3 TẦNG , 60M2, 7,1 TỶ","Bình Thạnh, Hồ Chí Minh",17520,,,,4.0,True,7100.0
93672,https://batdongsan.vn/nha-4-tang-moi-xay-42m2-hxh-lanh-binh-thang-q11-6xx-ty-r263847,"NHÀ 4 TẦNG MỚI XÂY, 42M2, HXH, LÃNH BINH THĂNG, Q11, 6.XX TỶ","Quận 11, Hồ Chí Minh",17520,,3.0,3.0,5.0,False,6950.0
95208,https://batdongsan.vn/ban-nha-quan-8-au-duong-lan-phuong-3-5-lau-7-pn-thu-nhap-35trthang-chi-67-ty-r265383,"Bán nhà Quận 8, Âu Dương Lân phường 3, 5 lầu 7 PN, thu nhập 35tr/tháng chỉ 6.7 tỷ","Quận 8, Hồ Chí Minh",17520,,7.0,,6.0,False,6700.0
86248,https://batdongsan.vn/thu-hoi-von-cuoi-nam-giam-ngay-250tr-cho-khach-mua-nha-minh-khai-canh-timecity-45m2-5-tang-xd-moi-chi-53-ty-r256416,THU HỒI VỐN CUỐI NĂM-GIẢM NGAY 250TR CHO KHÁCH MUA NHÀ MINH KHAI-CẠNH TIMECITY 45m2 5 tầng XD mới Ch...,"Hai Bà Trưng, Hà Nội",26280,,,,6.0,False,5300.0
95464,https://batdongsan.vn/ban-khach-san-6-tang-khu-vuc-my-khe-chi-12-ty-r265639,Bán khách sạn 6 tầng khu vực Mỹ Khê chỉ 12 tỷ,"Sơn Trà, Đà Nẵng",17520,,15.0,15.0,7.0,False,12000.0
87528,https://batdongsan.vn/cuc-hiem-ban-nha-dang-van-ngu-oto-do-cong-41m2-4-tang-chi-41-ty-r257696,"CỰC HIẾM! Bán nhà Đặng Văn Ngữ, ôtô đỗ cổng, 41m2, 4 tầng, chỉ 4.1 tỷ.","Đống Đa, Hà Nội",26280,,4.0,,5.0,False,
95720,https://batdongsan.vn/nha-mat-tien-kinh-doanh-4-tang-canh-cc-phuc-yen-79-ty-r265895,"Nhà mặt tiền kinh doanh 4 tầng, cạnh C/c Phúc Yên, 7.9 tỷ","Tân Bình, Hồ Chí Minh",17520,,5.0,6.0,5.0,True,7900.0
102889,https://batdongsan.vn/ban-nha-nguyen-trai-5-tang-full-do-r273081,Bán Nhà Nguyễn Trãi - 5 tầng- Full đồ.,"Thanh Xuân, Hà Nội",17520,,,,6.0,False,
111593,https://batdongsan.vn/san-pham-hiem-nha-mat-tien-32-ha-do-quan-10-dt-4m-x-27m-1-tret-3-lau-gia-36-ty-r281787,"Sản phẩm hiếm nhà mặt tiền 3/2 - Hà Đô, Quận 10. DT: 4m x 27m, 1 trệt 3 lầu. Giá 36 tỷ","Quận 10, Hồ Chí Minh",17520,,,,4.0,True,36000.0
104169,https://batdongsan.vn/mat-tien-kinh-doanh-khu-vip-ten-lua-binh-tan-nha-5-tang-gia-re-r274363,"'Mặt tiền kinh doanh, Khu vip Tên Lửa, Bình Tân, Nhà 5 Tầng, giá rẻ","Bình Tân, Hồ Chí Minh",17520,,12.0,12.0,6.0,True,10000.0
112617,https://batdongsan.vn/nha-dep-dan-xay-pho-khuong-trung-5-tang-gia-3-ty-4-r282811,Nhà đẹp dân xây phố Khương Trung - 5 tầng - giá 3 tỷ 4,"Thanh Xuân, Hà Nội",17520,,,,6.0,False,3400.0
104425,https://batdongsan.vn/chi-hon-4-ti-co-duoc-1-can-shophouse-3-tang-vua-o-vua-kinh-doanh-tai-tt-thanh-pho-r274619,Chỉ hơn 4 tỉ có được 1 căn shophouse 3 tầng vừa ở vừa kinh doanh tại TT thành phố,"Từ Sơn, Bắc Ninh",17520,,,,4.0,False,
104937,https://batdongsan.vn/nha-dep-o-to-do-cua-khi-can-2-thoang-gan-bai-gui-o-to-van-quan-80m-3-tang-gia-78-ty-r275131,"NHÀ ĐẸP- Ô TÔ ĐỖ CỬA KHI CẦN -2 THOÁNG, GẦN BÃI GỬI Ô TÔ,-VĂN QUÁN 80M 3 TẦNG GIÁ 7.8 TỶ","Hà Đông, Hà Nội",17520,,4.0,4.0,4.0,False,7800.0
105705,https://batdongsan.vn/can-thu-hoi-von-nen-ong-chu-ho-ban-gap-can-ccmn-pho-bui-xuong-trach-thanh-xuan-xay-6-tang-full-do-gia-75-ty-la-chot-r275899,Cần thu hồi vốn nên ông chú họ bán gấp căn CCMN phố Bùi Xương Trạch - Thanh Xuân . Xây 6 tầng full đ...,"Thanh Xuân, Hà Nội",17520,,5.0,4.0,7.0,False,7500.0
106729,https://batdongsan.vn/nha-moi-sat-mat-tien-trung-tam-phuong-12-phu-nhuan-4-tang-btct-40m2-chi-5x-ty-r276923,"NHÀ MỚI SÁT MẶT TIỀN TRUNG TÂM PHƯỜNG 12, PHÚ NHUẬN, 4 TẦNG BTCT, 40M2, CHỈ 5.x TỶ","Phú Nhuận, Hồ Chí Minh",17520,,4.0,4.0,5.0,True,5900.0
102633,https://batdongsan.vn/ban-nha-van-phuc-kinh-doanh-ba-gac-quay-dau-5tang-5-ty-2-r272824,"Bán nhà Vạn Phúc, kinh doanh, ba gác quay đầu 5tầng, 5 tỷ 2","Hà Đông, Hà Nội",17520,,,,6.0,False,
109545,https://batdongsan.vn/go-vap-quang-trung-phuong-11-40m2-4-tang-chi-666-ty-r279739,"Gò Vấp. Quang Trung Phường 11, 40m2, 4 tầng, chỉ 6.66 tỷ","Gò Vấp, Hồ Chí Minh",17520,,4.0,5.0,5.0,False,6660.0
110313,https://batdongsan.vn/sieu-pham-lo-goc-long-bien-76m-x-5tang-mat-tien-6m-via-he-oto-dung-do-r280507,"SIÊU PHẨM LÔ GÓC LONG BIÊN 76M x 5TẦNG, MẶT TIỀN 6M, VỈA HÈ, ÔTÔ DỪNG ĐỖ","Long Biên, Hà Nội",17520,,3.0,5.0,6.0,True,23500.0
108266,https://batdongsan.vn/nha-sat-mat-tien-bach-dang-phuong-15-binh-thanh-4-tang-btct-50m2-5x-ty-r278460,"NHÀ SÁT MẶT TIỀN BẠCH ĐẰNG, PHƯỜNG 15, BÌNH THẠNH, 4 TẦNG BTCT, 50M2, 5.x TỶ","Bình Thạnh, Hồ Chí Minh",17520,,4.0,3.0,5.0,True,5800.0
80619,https://batdongsan.vn/ban-nha-61m2-2-tang-nha-moi-o-ngay-vuon-lai-chi-535-ty-r250768,BÁN NHÀ 61m2 2 TẦNG - NHÀ MỚI Ở NGAY - VƯỜN LÀI - CHỈ 5.35 TỶ,"Tân Phú, Hồ Chí Minh",26280,,,,3.0,False,5350.0
110314,https://batdongsan.vn/gan-mat-tien-pham-van-dong-phuong-11-binh-thanh-2-tang-btct-50m2-4x-ty-r280508,"GẦN MẶT TIỀN PHẠM VĂN ĐỒNG, PHƯỜNG 11, BÌNH THẠNH, 2 TẦNG BTCT, 50M2, 4.x TỶ","Bình Thạnh, Hồ Chí Minh",17520,,2.0,2.0,3.0,True,4600.0
105450,https://batdongsan.vn/nha-3-tang-btct-vo-duy-ninh-chi-2ty9-rong-rai-binh-thanh-r275644,"Nhà 3 tầng BTCT Võ Duy Ninh, chỉ 2ty9 rộng rãi, Bình Thạnh","Bình Thạnh, Hồ Chí Minh",17520,,2.0,2.0,4.0,False,2900.0
112618,https://batdongsan.vn/ban-nha-dan-xay-o-cho-dua-lo-goc-3-mat-thoang-40m-x-4-tang-79-ty-r282812,Bán nhà dân xây ô chợ dừa lô góc 3 mặt thoáng 40M x 4 Tầng 7.9 Tỷ,"Đống Đa, Hà Nội",17520,,,,5.0,False,7900.0
105706,https://batdongsan.vn/hxh-sat-mat-tien-duong-so-51-phuong-14-go-vap-99m2-4-tang-115-ty-r275900,"HXH, sát mặt tiền đường Số 51, Phường 14 Gò Vấp, 99m2, 4 tầng, 11.5 tỷ","Gò Vấp, Hồ Chí Minh",17520,,11.0,,5.0,True,11500.0
111594,https://batdongsan.vn/gd-toi-ban-gap-trong-thang-toa-nha-mt-pho-quang-q-tan-binh-dt-12-x-26m-1ham-8tang-70-ty-r281788,"Gđ tôi bán gấp trong tháng. Tòa nhà MT Phổ Quang, Q. Tân Bình. DT: 12 x 26m, 1hầm 8tầng, 70 tỷ","Tân Bình, Hồ Chí Minh",17520,,,,9.0,False,70000.0
106474,https://batdongsan.vn/ban-nha-pho-ngoc-lam-35m2-3-tang-3pn-gia-chao-215-ty-r276668,"Bán nhà phố Ngọc Lâm 35m2, 3 tầng, 3PN, Giá chào 2.15 tỷ.","Long Biên, Hà Nội",17520,,3.0,3.0,4.0,False,2150.0
108010,https://batdongsan.vn/ban-nha-1-tret-1-lau-90m2-gan-benh-vien-tam-than-chi-45-ti-r278204,"Bán nhà 1 Trệt 1 Lầu 90m2 gần bệnh viên Tâm Thần chỉ 4,5 tỉ","Biên Hòa, Đồng Nai",17520,,4.0,2.0,2.0,False,4500.0
112362,https://batdongsan.vn/vn70-ban-nha-3-tang-duong-oto-xuan-lac-nha-trang-r282556,(VN70) BÁN NHÀ 3 TẦNG ĐƯỜNG OTO XUÂN LẠC. NHA TRANG.,"Nha Trang, Khánh Hòa",17520,,3.0,3.0,4.0,False,2580.0
114922,https://batdongsan.vn/ban-nha-ngo-tho-quan-kham-thien-gan-o-to-o-ngay-4-tang-29m2-gia-285-ty-r285116,"Bán nhà ngõ Thổ quan, Khâm Thiên, gần ô tô, ở ngay 4 tầng 29m2 giá 2.85 tỷ","Đống Đa, Hà Nội",17520,,3.0,3.0,5.0,False,2850.0
97258,https://batdongsan.vn/nha-dep-hem-xe-hoi-70m2-nhinh-6-ty-4-tang-r267437,"Nhà đẹp, HẺM XE HƠI, 70M2, NHỈNH 6 TỶ, 4 TẦNG","Tân Bình, Hồ Chí Minh",17520,,,,5.0,False,
98794,https://batdongsan.vn/ban-nha-o-xa-hoi-1-tret-1-lau-lien-ke-kcn-vsip-2-chi-480-trieu-r268974,Bán nhà ở xã hội 1 trệt 1 lầu liền kề KCN Vsip 2 chỉ 480 triệu,"Bến Cát, Bình Dương",17520,,,,2.0,False,480.0
99818,https://batdongsan.vn/doc-la-dep-tan-binh-o-to-do-cong-2-tang-60m2-ngang-6m-4x-ty-r270001,ĐỘC LẠ ĐẸP TÂN BÌNH- Ô TÔ ĐỖ CỔNG- 2 TẦNG- 60M2– NGANG 6M– 4.X TỶ,"Tân Bình, Hồ Chí Minh",17520,,,,3.0,False,4800.0
