product_id,clothing_id
clothing_365,365
clothing_366,366
clothing_367,367
clothing_368,368
clothing_369,369
clothing_370,370
clothing_371,371
clothing_372,372
clothing_373,373
clothing_374,374
clothing_375,375
clothing_376,376
clothing_377,377
clothing_378,378
clothing_379,379
clothing_380,380
clothing_381,381
clothing_382,382
clothing_383,383
clothing_384,384
clothing_385,385
clothing_386,386
clothing_387,387
clothing_388,388
clothing_389,389
clothing_390,390
clothing_391,391
clothing_392,392
clothing_393,393
clothing_394,394
clothing_395,395
clothing_396,396
clothing_397,397
clothing_398,398
clothing_399,399
clothing_400,400
clothing_401,401
clothing_402,402
clothing_403,403
clothing_404,404
clothing_405,405
clothing_406,406
clothing_407,407
clothing_408,408
clothing_409,409
clothing_410,410
clothing_411,411
clothing_412,412
clothing_413,413
clothing_414,414
clothing_415,415
clothing_416,416
clothing_417,417
clothing_418,418
clothing_419,419
clothing_420,420
clothing_421,421
clothing_422,422
clothing_423,423
clothing_424,424
clothing_425,425
clothing_426,426
clothing_427,427
clothing_428,428
clothing_429,429
clothing_430,430
clothing_431,431
clothing_432,432
clothing_433,433
clothing_434,434
clothing_435,435
clothing_436,436
clothing_437,437
clothing_438,438
clothing_439,439
clothing_440,440
clothing_441,441
clothing_442,442
clothing_443,443
clothing_444,444
clothing_445,445
clothing_446,446
clothing_447,447
clothing_448,448
clothing_449,449
clothing_450,450
clothing_451,451
clothing_452,452
clothing_453,453
clothing_454,454
clothing_455,455
clothing_456,456
clothing_457,457
clothing_458,458
clothing_459,459
clothing_460,460
clothing_461,461
clothing_462,462
clothing_463,463
clothing_464,464
clothing_465,465
clothing_466,466
clothing_467,467
clothing_468,468
clothing_469,469
clothing_470,470
clothing_471,471
clothing_472,472
clothing_473,473
clothing_474,474
clothing_475,475
clothing_476,476
clothing_477,477
clothing_478,478
clothing_479,479
clothing_480,480
clothing_481,481
clothing_482,482
clothing_483,483
clothing_484,484
clothing_485,485
clothing_486,486
clothing_487,487
clothing_488,488
clothing_489,489
clothing_490,490
clothing_491,491
clothing_493,493
clothing_494,494
clothing_495,495
clothing_496,496
clothing_497,497
clothing_498,498
clothing_499,499
clothing_500,500
clothing_501,501
clothing_502,502
clothing_503,503
clothing_504,504
clothing_505,505
clothing_506,506
clothing_507,507
clothing_508,508
clothing_509,509
clothing_510,510
clothing_511,511
clothing_512,512
clothing_513,513
clothing_514,514
clothing_515,515
clothing_516,516
clothing_517,517
clothing_518,518
clothing_519,519
clothing_520,520
clothing_521,521
clothing_522,522
clothing_523,523
clothing_524,524
clothing_525,525
clothing_526,526
clothing_527,527
clothing_528,528
clothing_529,529
clothing_530,530
clothing_531,531
clothing_532,532
clothing_533,533
clothing_534,534
clothing_535,535
clothing_536,536
clothing_537,537
clothing_538,538
clothing_539,539
clothing_540,540
clothing_541,541
clothing_542,542
clothing_543,543
clothing_544,544
clothing_545,545
clothing_546,546
clothing_547,547
clothing_548,548
clothing_549,549
clothing_550,550
clothing_551,551
clothing_552,552
clothing_553,553
clothing_554,554
clothing_555,555
clothing_556,556
clothing_557,557
clothing_558,558
clothing_559,559
clothing_560,560
clothing_561,561
clothing_562,562
clothing_563,563
clothing_564,564
clothing_565,565
clothing_566,566
clothing_567,567
clothing_568,568
clothing_569,569
clothing_570,570
clothing_571,571
clothing_572,572
clothing_573,573
clothing_574,574
clothing_575,575
clothing_576,576
clothing_577,577
clothing_578,578
clothing_579,579
clothing_580,580
clothing_581,581
clothing_582,582
clothing_583,583
clothing_584,584
clothing_585,585
clothing_586,586
clothing_587,587
clothing_588,588
clothing_589,589
clothing_590,590
clothing_591,591
clothing_592,592
clothing_593,593
clothing_594,594
clothing_595,595
clothing_596,596
clothing_597,597
clothing_598,598
clothing_599,599
clothing_600,600
clothing_601,601
clothing_602,602
clothing_603,603
clothing_604,604
clothing_605,605
clothing_606,606
clothing_607,607
clothing_608,608
clothing_609,609
clothing_610,610
clothing_611,611
clothing_612,612
clothing_613,613
clothing_614,614
clothing_615,615
clothing_616,616
clothing_617,617
clothing_618,618
clothing_619,619
clothing_620,620
clothing_621,621
clothing_622,622
clothing_623,623
clothing_624,624
clothing_625,625
clothing_626,626
clothing_627,627
clothing_628,628
clothing_629,629
clothing_630,630
clothing_631,631
clothing_632,632
clothing_633,633
clothing_634,634
clothing_635,635
clothing_636,636
clothing_637,637
clothing_638,638
clothing_639,639
clothing_640,640
clothing_641,641
clothing_642,642
clothing_643,643
clothing_644,644
clothing_645,645
clothing_646,646
clothing_647,647
clothing_648,648
clothing_649,649
clothing_650,650
clothing_651,651
clothing_652,652
clothing_653,653
clothing_654,654
clothing_655,655
clothing_656,656
clothing_657,657
clothing_658,658
clothing_659,659
clothing_660,660
clothing_661,661
clothing_662,662
clothing_663,663
clothing_664,664
clothing_666,666
clothing_667,667
clothing_668,668
clothing_669,669
clothing_670,670
clothing_671,671
clothing_672,672
clothing_673,673
clothing_674,674
clothing_675,675
clothing_676,676
clothing_677,677
clothing_678,678
clothing_679,679
clothing_680,680
clothing_681,681
clothing_682,682
clothing_683,683
clothing_684,684
clothing_685,685
clothing_686,686
clothing_687,687
clothing_688,688
clothing_689,689
clothing_690,690
clothing_691,691
clothing_692,692
clothing_693,693
clothing_694,694
clothing_695,695
clothing_696,696
clothing_697,697
clothing_698,698
clothing_699,699
clothing_700,700
clothing_701,701
clothing_702,702
clothing_703,703
clothing_704,704
clothing_705,705
clothing_706,706
clothing_707,707
clothing_708,708
clothing_709,709
clothing_710,710
clothing_711,711
clothing_712,712
clothing_713,713
clothing_714,714
clothing_715,715
clothing_716,716
clothing_717,717
clothing_718,718
clothing_719,719
clothing_720,720
clothing_721,721
clothing_722,722
clothing_723,723
clothing_724,724
clothing_725,725
clothing_726,726
clothing_727,727
clothing_728,728
clothing_729,729
clothing_730,730
clothing_731,731
clothing_732,732
clothing_733,733
clothing_734,734
clothing_735,735
clothing_736,736
clothing_737,737
clothing_738,738
clothing_739,739
clothing_740,740
clothing_741,741
clothing_742,742
clothing_743,743
clothing_744,744
clothing_745,745
clothing_746,746
clothing_747,747
clothing_748,748
clothing_749,749
clothing_750,750
clothing_751,751
clothing_752,752
clothing_753,753
clothing_754,754
clothing_755,755
clothing_756,756
clothing_757,757
clothing_758,758
clothing_759,759
clothing_760,760
clothing_761,761
clothing_762,762
clothing_763,763
clothing_764,764
clothing_765,765
clothing_766,766
clothing_767,767
clothing_768,768
clothing_769,769
clothing_770,770
clothing_771,771
clothing_773,773
clothing_774,774
clothing_775,775
clothing_776,776
clothing_777,777
clothing_778,778
clothing_779,779
clothing_780,780
clothing_781,781
clothing_782,782
clothing_783,783
clothing_784,784
clothing_785,785
clothing_786,786
clothing_787,787
clothing_788,788
clothing_789,789
clothing_790,790
clothing_791,791
clothing_792,792
clothing_793,793
clothing_794,794
clothing_795,795
clothing_796,796
clothing_797,797
clothing_798,798
clothing_799,799
clothing_800,800
clothing_801,801
clothing_802,802
clothing_803,803
clothing_804,804
clothing_805,805
clothing_806,806
clothing_807,807
clothing_808,808
clothing_809,809
clothing_810,810
clothing_811,811
clothing_812,812
clothing_813,813
clothing_814,814
clothing_815,815
clothing_816,816
clothing_817,817
clothing_818,818
clothing_819,819
clothing_820,820
clothing_821,821
clothing_822,822
clothing_823,823
clothing_824,824
clothing_825,825
clothing_826,826
clothing_827,827
clothing_828,828
clothing_829,829
clothing_830,830
clothing_831,831
clothing_832,832
clothing_833,833
clothing_834,834
clothing_835,835
clothing_836,836
clothing_837,837
clothing_838,838
clothing_839,839
clothing_840,840
clothing_841,841
clothing_842,842
clothing_843,843
clothing_844,844
clothing_845,845
clothing_846,846
clothing_847,847
clothing_848,848
clothing_849,849
clothing_850,850
clothing_851,851
clothing_852,852
clothing_853,853
clothing_854,854
clothing_855,855
clothing_856,856
clothing_857,857
clothing_858,858
clothing_859,859
clothing_860,860
clothing_861,861
clothing_862,862
clothing_863,863
clothing_864,864
clothing_865,865
clothing_866,866
clothing_867,867
clothing_868,868
clothing_869,869
clothing_870,870
clothing_871,871
clothing_872,872
clothing_873,873
clothing_874,874
clothing_875,875
clothing_876,876
clothing_877,877
clothing_878,878
clothing_879,879
clothing_880,880
clothing_881,881
clothing_882,882
clothing_883,883
clothing_884,884
clothing_885,885
clothing_886,886
clothing_887,887
clothing_888,888
clothing_889,889
clothing_890,890
clothing_891,891
clothing_892,892
clothing_893,893
clothing_894,894
clothing_895,895
clothing_896,896
clothing_897,897
clothing_898,898
clothing_899,899
clothing_900,900
clothing_901,901
clothing_902,902
clothing_903,903
clothing_904,904
clothing_905,905
clothing_906,906
clothing_907,907
clothing_908,908
clothing_909,909
clothing_910,910
clothing_911,911
clothing_912,912
clothing_913,913
clothing_914,914
clothing_915,915
clothing_916,916
clothing_917,917
clothing_918,918
clothing_919,919
clothing_920,920
clothing_921,921
clothing_922,922
clothing_923,923
clothing_924,924
clothing_925,925
clothing_926,926
clothing_927,927
clothing_928,928
clothing_929,929
clothing_930,930
clothing_931,931
clothing_932,932
clothing_933,933
clothing_934,934
clothing_935,935
clothing_936,936
clothing_937,937
clothing_938,938
clothing_939,939
clothing_940,940
clothing_941,941
clothing_942,942
clothing_943,943
clothing_944,944
clothing_945,945
clothing_946,946
clothing_947,947
clothing_948,948
clothing_949,949
clothing_950,950
clothing_951,951
clothing_952,952
clothing_953,953
clothing_954,954
clothing_955,955
clothing_956,956
clothing_957,957
clothing_958,958
clothing_959,959
clothing_960,960
clothing_961,961
clothing_962,962
clothing_963,963
clothing_964,964
clothing_965,965
clothing_966,966
clothing_967,967
clothing_968,968
clothing_969,969
clothing_970,970
clothing_971,971
clothing_972,972
clothing_973,973
clothing_974,974
clothing_975,975
clothing_976,976
clothing_977,977
clothing_978,978
clothing_979,979
clothing_980,980
clothing_981,981
clothing_982,982
clothing_983,983
clothing_984,984
clothing_985,985
clothing_986,986
clothing_987,987
clothing_988,988
clothing_989,989
clothing_990,990
clothing_991,991
clothing_992,992
clothing_993,993
clothing_994,994
clothing_995,995
clothing_996,996
clothing_997,997
clothing_998,998
clothing_999,999
clothing_1000,1000
clothing_1001,1001
clothing_1002,1002
clothing_1003,1003
clothing_1004,1004
clothing_1005,1005
clothing_1006,1006
clothing_1007,1007
clothing_1008,1008
clothing_1009,1009
clothing_1010,1010
clothing_1011,1011
clothing_1012,1012
clothing_1013,1013
clothing_1014,1014
clothing_1015,1015
clothing_1016,1016
clothing_1017,1017
clothing_1018,1018
clothing_1019,1019
clothing_1020,1020
clothing_1021,1021
clothing_1022,1022
clothing_1023,1023
clothing_1024,1024
clothing_1025,1025
clothing_1026,1026
clothing_1027,1027
clothing_1028,1028
clothing_1029,1029
clothing_1030,1030
clothing_1031,1031
clothing_1032,1032
clothing_1033,1033
clothing_1034,1034
clothing_1035,1035
clothing_1036,1036
clothing_1037,1037
clothing_1038,1038
clothing_1039,1039
clothing_1040,1040
clothing_1041,1041
clothing_1042,1042
clothing_1043,1043
clothing_1044,1044
clothing_1045,1045
clothing_1046,1046
clothing_1047,1047
clothing_1048,1048
clothing_1049,1049
clothing_1050,1050
clothing_1051,1051
clothing_1052,1052
clothing_1053,1053
clothing_1054,1054
clothing_1055,1055
clothing_1056,1056
clothing_1057,1057
clothing_1058,1058
clothing_1059,1059
clothing_1060,1060
clothing_1061,1061
clothing_1062,1062
clothing_1063,1063
clothing_1064,1064
clothing_1065,1065
clothing_1066,1066
clothing_1067,1067
clothing_1068,1068
clothing_1069,1069
clothing_1070,1070
clothing_1071,1071
clothing_1072,1072
clothing_1073,1073
clothing_1074,1074
clothing_1075,1075
clothing_1076,1076
clothing_1077,1077
clothing_1078,1078
clothing_1079,1079
clothing_1080,1080
clothing_1081,1081
clothing_1082,1082
clothing_1083,1083
clothing_1084,1084
clothing_1085,1085
clothing_1086,1086
clothing_1087,1087
clothing_1088,1088
clothing_1089,1089
clothing_1090,1090
clothing_1091,1091
clothing_1092,1092
clothing_1093,1093
clothing_1094,1094
clothing_1095,1095
clothing_1096,1096
clothing_1097,1097
clothing_1098,1098
clothing_1099,1099
clothing_1100,1100
clothing_1101,1101
clothing_1102,1102
clothing_1103,1103
clothing_1104,1104
clothing_1105,1105
clothing_1106,1106
clothing_1107,1107
clothing_1108,1108
clothing_1109,1109
clothing_1110,1110
clothing_1111,1111
clothing_1112,1112
clothing_1113,1113
clothing_1114,1114
clothing_1115,1115
clothing_1116,1116
clothing_1117,1117
clothing_1118,1118
clothing_1119,1119
clothing_1120,1120
clothing_1121,1121
clothing_1122,1122
clothing_1123,1123
clothing_1124,1124
clothing_1125,1125
clothing_1126,1126
clothing_1127,1127
clothing_1128,1128
clothing_1129,1129
clothing_1130,1130
clothing_1131,1131
clothing_1132,1132
clothing_1133,1133
clothing_1134,1134
clothing_1135,1135
clothing_1136,1136
clothing_1137,1137
clothing_1138,1138
clothing_1139,1139
clothing_1140,1140
clothing_1141,1141
clothing_1142,1142
clothing_1143,1143
clothing_1144,1144
clothing_1145,1145
clothing_1146,1146
clothing_1147,1147
clothing_1148,1148
clothing_1149,1149
clothing_1150,1150
clothing_1151,1151
clothing_1152,1152
clothing_1153,1153
clothing_1154,1154
clothing_1155,1155
clothing_1156,1156
clothing_1157,1157
clothing_1158,1158
clothing_1159,1159
clothing_1160,1160
clothing_1161,1161
clothing_1162,1162
clothing_1163,1163
clothing_1164,1164
clothing_1165,1165
clothing_1166,1166
clothing_1167,1167
clothing_1168,1168
clothing_1169,1169
clothing_1170,1170
clothing_1171,1171
clothing_1172,1172
clothing_1173,1173
clothing_1174,1174
clothing_1175,1175
clothing_1176,1176
clothing_1177,1177
clothing_1178,1178
clothing_1179,1179
clothing_1180,1180
clothing_1181,1181
clothing_1182,1182
clothing_1183,1183
clothing_1184,1184
clothing_1185,1185
clothing_1186,1186
clothing_1187,1187
clothing_1188,1188
clothing_1189,1189
clothing_1190,1190
clothing_1191,1191
clothing_1192,1192
clothing_1193,1193
clothing_1194,1194
clothing_1195,1195
clothing_1196,1196
clothing_1197,1197
clothing_1198,1198
clothing_1199,1199
clothing_1200,1200
clothing_1201,1201
clothing_1202,1202
clothing_1203,1203
clothing_1204,1204
clothing_1205,1205
